label	okres	value
Plazy	Mladá Boleslav	mlada-boleslav/plazy
Jiřetín pod Bukovou	Jablonec nad Nisou	jablonec-nad-nisou/jiretin-pod-bukovou
Putim	Písek	pisek/putim
Sobotovice	Brno-venkov	brno-venkov/sobotovice
Kostelec	Tachov	tachov/kostelec
Srbsko	Beroun	beroun/srbsko
Slatina	Kladno	kladno/slatina
Věteřov	Hodonín	hodonin/veterov
Předotice	Písek	pisek/predotice
Obora	Plzeň-sever	plzen-sever/obora
Kleneč	Litoměřice	litomerice/klenec
Sloupno	Hradec Králové	hradec-kralove/sloupno
Holovousy	Jičín	jicin/holovousy
Dyjákovičky	Znojmo	znojmo/dyjakovicky
Tehovec	Praha-východ	praha-vychod/tehovec
Olovnice	Mělník	melnik/olovnice
Pletený Újezd	Kladno	kladno/pleteny-ujezd
Krásná	Cheb	cheb/krasna
Nové Sedlo	Louny	louny/nove-sedlo
Rozsochatec	Havlíčkův Brod	havlickuv-brod/rozsochatec
Lípa nad Orlicí	Rychnov nad Kněžnou	rychnov-nad-kneznou/lipa-nad-orlici
Diváky	Břeclav	breclav/divaky
Jesenice	Příbram	pribram/jesenice
Střítež	Třebíč	trebic/stritez
Vrbice	Litoměřice	litomerice/vrbice
Horky nad Jizerou	Mladá Boleslav	mlada-boleslav/horky-nad-jizerou
Adršpach	Náchod	nachod/adrspach
Česká Čermná	Náchod	nachod/ceska-cermna
Voděrady	Blansko	blansko/voderady
Bílovice-Lutotín	Prostějov	prostejov/bilovice-lutotin
Choustník	Tábor	tabor/choustnik
Rozseč nad Kunštátem	Blansko	blansko/rozsec-nad-kunstatem
Litenčice	Kroměříž	kromeriz/litencice
Seloutky	Prostějov	prostejov/seloutky
Činěves	Nymburk	nymburk/cineves
Rybnice	Plzeň-sever	plzen-sever/rybnice
Tištín	Prostějov	prostejov/tistin
Neustupov	Benešov	benesov/neustupov
Radenín	Tábor	tabor/radenin
Blatno	Louny	louny/blatno
Lomnička	Brno-venkov	brno-venkov/lomnicka
Želetice	Hodonín	hodonin/zeletice
Mořice	Prostějov	prostejov/morice
Dolní Heřmanice	Žďár nad Sázavou	zdar-nad-sazavou/dolni-hermanice
Polkovice	Přerov	prerov/polkovice
Sojovice	Mladá Boleslav	mlada-boleslav/sojovice
Pila	Karlovy Vary	karlovy-vary/pila
Kocbeře	Trutnov	trutnov/kocbere
Čehovice	Prostějov	prostejov/cehovice
Majdalena	Jindřichův Hradec	jindrichuv-hradec/majdalena
Nebahovy	Prachatice	prachatice/nebahovy
Vlčice	Trutnov	trutnov/vlcice
Písečná	Ústí nad Orlicí	usti-nad-orlici/pisecna
Otročiněves	Beroun	beroun/otrocineves
Kněžice	Nymburk	nymburk/knezice
Sýkořice	Rakovník	rakovnik/sykorice
Heřmanov	Děčín	decin/hermanov
Mladějov	Jičín	jicin/mladejov
Kozojídky	Hodonín	hodonin/kozojidky
Chotutice	Kolín	kolin/chotutice
Tismice	Kolín	kolin/tismice
Zvánovice	Praha-východ	praha-vychod/zvanovice
Loučka	Zlín	zlin/loucka
Dobrovíz	Praha-západ	praha-zapad/dobroviz
Trstěnice	Svitavy	svitavy/trstenice
Rapotice	Třebíč	trebic/rapotice
Partutovice	Přerov	prerov/partutovice
Rájec	Šumperk	sumperk/rajec
Křetín	Blansko	blansko/kretin
Volárna	Kolín	kolin/volarna
Chvatěruby	Mělník	melnik/chvateruby
Vitějovice	Prachatice	prachatice/vitejovice
Horní Radechová	Náchod	nachod/horni-radechova
Martínkovice	Náchod	nachod/martinkovice
Březová	Zlín	zlin/brezova
Bukovinka	Blansko	blansko/bukovinka
Holany	Česká Lípa	ceska-lipa/holany
Slavětín	Louny	louny/slavetin
Uhelná Příbram	Havlíčkův Brod	havlickuv-brod/uhelna-pribram
Výšovice	Prostějov	prostejov/vysovice
Vršovice	Opava	opava/vrsovice
Petříkov	Praha-východ	praha-vychod/petrikov
Študlov	Vsetín	vsetin/studlov
Domašov nad Bystřicí	Olomouc	olomouc/domasov-nad-bystrici
Kytlice	Děčín	decin/kytlice
Chotěšov	Litoměřice	litomerice/chotesov
Libišany	Pardubice	pardubice/libisany
Brod nad Dyjí	Břeclav	breclav/brod-nad-dyji
Loděnice	Brno-venkov	brno-venkov/lodenice
Mašovice	Znojmo	znojmo/masovice
Želízy	Mělník	melnik/zelizy
Nový Kostel	Cheb	cheb/novy-kostel
Rabí	Klatovy	klatovy/rabi
Libošovice	Jičín	jicin/libosovice
Hlubočany	Vyškov	vyskov/hlubocany
Lechovice	Znojmo	znojmo/lechovice
Hradečno	Kladno	kladno/hradecno
Zábrodí	Náchod	nachod/zabrodi
Chaloupky	Beroun	beroun/chaloupky
Vonoklasy	Praha-západ	praha-zapad/vonoklasy
Velká Lhota	Vsetín	vsetin/velka-lhota
Popelín	Jindřichův Hradec	jindrichuv-hradec/popelin
Rostěnice-Zvonovice	Vyškov	vyskov/rostenice-zvonovice
Malé Březno	Ústí nad Labem	usti-nad-labem/male-brezno
Dobříkov	Ústí nad Orlicí	usti-nad-orlici/dobrikov
Razová	Bruntál	bruntal/razova
Teplýšovice	Benešov	benesov/teplysovice
Záhoří	Semily	semily/zahori
Horní Heřmanice	Ústí nad Orlicí	usti-nad-orlici/horni-hermanice
Hostišová	Zlín	zlin/hostisova
Ivaň	Prostějov	prostejov/ivan
Chlumín	Mělník	melnik/chlumin
Chroboly	Prachatice	prachatice/chroboly
Nové Sedlice	Opava	opava/nove-sedlice
Výškov	Louny	louny/vyskov
Liblice	Mělník	melnik/liblice
Podhradní Lhota	Kroměříž	kromeriz/podhradni-lhota
Koněšín	Třebíč	trebic/konesin
Kondrac	Benešov	benesov/kondrac
Vavřinec	Kutná Hora	kutna-hora/vavrinec
Olšovec	Přerov	prerov/olsovec
Lipno	Louny	louny/lipno
Lužec nad Cidlinou	Hradec Králové	hradec-kralove/luzec-nad-cidlinou
Velké Hostěrádky	Břeclav	breclav/velke-hosteradky
Litohlavy	Rokycany	rokycany/litohlavy
Zlatá Olešnice	Jablonec nad Nisou	jablonec-nad-nisou/zlata-olesnice
Radkov	Opava	opava/radkov
Bezděkov nad Metují	Náchod	nachod/bezdekov-nad-metuji
Vícov	Prostějov	prostejov/vicov
Záluží	Beroun	beroun/zaluzi
Hrdlív	Kladno	kladno/hrdliv
Řestoky	Chrudim	chrudim/restoky
Ohnišov	Rychnov nad Kněžnou	rychnov-nad-kneznou/ohnisov
Suchov	Hodonín	hodonin/suchov
Cejle	Jihlava	jihlava/cejle
Lomnice	Bruntál	bruntal/lomnice
Třebusice	Kladno	kladno/trebusice
Maršov	Brno-venkov	brno-venkov/marsov
Ujčov	Žďár nad Sázavou	zdar-nad-sazavou/ujcov
Ovčáry	Mělník	melnik/ovcary
Staré Město pod Landštejnem	Jindřichův Hradec	jindrichuv-hradec/stare-mesto-pod-landstejnem
Kyselovice	Kroměříž	kromeriz/kyselovice
Ohrozim	Prostějov	prostejov/ohrozim
Šebkovice	Třebíč	trebic/sebkovice
Lidice	Kladno	kladno/lidice
Zlosyň	Mělník	melnik/zlosyn
Sány	Nymburk	nymburk/sany
Vysokov	Náchod	nachod/vysokov
Horní Blatná	Karlovy Vary	karlovy-vary/horni-blatna
Hlavňovice	Klatovy	klatovy/hlavnovice
Netřebice	Český Krumlov	cesky-krumlov/netrebice
Úlice	Plzeň-sever	plzen-sever/ulice
Ludslavice	Kroměříž	kromeriz/ludslavice
Litobratřice	Znojmo	znojmo/litobratrice
Liptaň	Bruntál	bruntal/liptan
Hrejkovice	Písek	pisek/hrejkovice
Velké Žernoseky	Litoměřice	litomerice/velke-zernoseky
Řečice	Žďár nad Sázavou	zdar-nad-sazavou/recice
Prosenická Lhota	Příbram	pribram/prosenicka-lhota
Člunek	Jindřichův Hradec	jindrichuv-hradec/clunek
Černčice	Náchod	nachod/cerncice
Mělčany	Brno-venkov	brno-venkov/melcany
Šanov	Zlín	zlin/sanov
Troubky-Zdislavice	Kroměříž	kromeriz/troubky-zdislavice
Dolní Dubňany	Znojmo	znojmo/dolni-dubnany
Vlastějovice	Kutná Hora	kutna-hora/vlastejovice
Klapý	Litoměřice	litomerice/klapy
Kučerov	Vyškov	vyskov/kucerov
Suchohrdly u Miroslavi	Znojmo	znojmo/suchohrdly-u-miroslavi
Kosořice	Mladá Boleslav	mlada-boleslav/kosorice
Uhelná	Jeseník	jesenik/uhelna
Mouřínov	Vyškov	vyskov/mourinov
Herink	Praha-východ	praha-vychod/herink
Kytín	Praha-západ	praha-zapad/kytin
Valy	Pardubice	pardubice/valy
Žďár nad Orlicí	Rychnov nad Kněžnou	rychnov-nad-kneznou/zdar-nad-orlici
Heřmánkovice	Náchod	nachod/hermankovice
Říkovice	Přerov	prerov/rikovice
Jeřmanice	Liberec	liberec/jermanice
Dřetovice	Kladno	kladno/dretovice
Rostoklaty	Kolín	kolin/rostoklaty
Úmonín	Kutná Hora	kutna-hora/umonin
Horní Dvořiště	Český Krumlov	cesky-krumlov/horni-dvoriste
Blatno	Chomutov	chomutov/blatno
Habartice	Liberec	liberec/habartice
Jesenný	Semily	semily/jesenny
Nenkovice	Hodonín	hodonin/nenkovice
Lavičky	Žďár nad Sázavou	zdar-nad-sazavou/lavicky
Ledce	Kladno	kladno/ledce
Libníč	České Budějovice	ceske-budejovice/libnic
Jeníkovice	Hradec Králové	hradec-kralove/jenikovice
Hrobice	Zlín	zlin/hrobice
Jindřichov	Přerov	prerov/jindrichov
Rpety	Beroun	beroun/rpety
Dlažov	Klatovy	klatovy/dlazov
Smržov	Hradec Králové	hradec-kralove/smrzov
Plavsko	Jindřichův Hradec	jindrichuv-hradec/plavsko
Zbečno	Rakovník	rakovnik/zbecno
Dřevnovice	Prostějov	prostejov/drevnovice
Sedlec	České Budějovice	ceske-budejovice/sedlec
Osice	Hradec Králové	hradec-kralove/osice
Václavov u Bruntálu	Bruntál	bruntal/vaclavov-u-bruntalu
Vstiš	Plzeň-jih	plzen-jih/vstis
Velká Bukovina	Děčín	decin/velka-bukovina
Želenice	Most	most/zelenice
Sudovo Hlavno	Praha-východ	praha-vychod/sudovo-hlavno
Lhota u Příbramě	Příbram	pribram/lhota-u-pribrame
Dlouhomilov	Šumperk	sumperk/dlouhomilov
Chotilsko	Příbram	pribram/chotilsko
Číčenice	Strakonice	strakonice/cicenice
Štěpánovice	Brno-venkov	brno-venkov/stepanovice
Jankovice	Uherské Hradiště	uherske-hradiste/jankovice
Slup	Znojmo	znojmo/slup
Tisová	Tachov	tachov/tisova
Studeněves	Kladno	kladno/studeneves
Otročín	Karlovy Vary	karlovy-vary/otrocin
Spojil	Pardubice	pardubice/spojil
Sudice	Blansko	blansko/sudice
Studnice	Vyškov	vyskov/studnice
Suchomasty	Beroun	beroun/suchomasty
Hracholusky	Prachatice	prachatice/hracholusky
Valašská Senice	Vsetín	vsetin/valasska-senice
Mariánské Radčice	Most	most/marianske-radcice
Úhřetice	Chrudim	chrudim/uhretice
Kruh	Semily	semily/kruh
Čtveřín	Liberec	liberec/ctverin
Březí	Praha-východ	praha-vychod/brezi
Přibyslavice	Brno-venkov	brno-venkov/pribyslavice
Skuhrov	Beroun	beroun/skuhrov
Jestřabí Lhota	Kolín	kolin/jestrabi-lhota
Újezd u Boskovic	Blansko	blansko/ujezd-u-boskovic
Klučenice	Příbram	pribram/klucenice
Cehnice	Strakonice	strakonice/cehnice
Úterý	Plzeň-sever	plzen-sever/utery
Horní Bradlo	Chrudim	chrudim/horni-bradlo
Třebovle	Kolín	kolin/trebovle
Albrechtice	Ústí nad Orlicí	usti-nad-orlici/albrechtice
Helvíkovice	Ústí nad Orlicí	usti-nad-orlici/helvikovice
Skalice	Tábor	tabor/skalice
Světnov	Žďár nad Sázavou	zdar-nad-sazavou/svetnov
Radovesnice II	Kolín	kolin/radovesnice-ii
Hořovičky	Rakovník	rakovnik/horovicky
Studnice	Chrudim	chrudim/studnice
Valchov	Blansko	blansko/valchov
Pyšel	Třebíč	trebic/pysel
Medlovice	Uherské Hradiště	uherske-hradiste/medlovice
Kluky	Kutná Hora	kutna-hora/kluky
Jeníkov	Chrudim	chrudim/jenikov
Libějovice	Strakonice	strakonice/libejovice
Potůčky	Karlovy Vary	karlovy-vary/potucky
Mečeříž	Mladá Boleslav	mlada-boleslav/meceriz
Růžová	Děčín	decin/ruzova
Pavlice	Znojmo	znojmo/pavlice
Nekmíř	Plzeň-sever	plzen-sever/nekmir
Studánka	Tachov	tachov/studanka
Slepotice	Pardubice	pardubice/slepotice
Vážany	Vyškov	vyskov/vazany
Všeradice	Beroun	beroun/vseradice
Pozdeň	Kladno	kladno/pozden
Jindřichovice	Sokolov	sokolov/jindrichovice
Zahájí	České Budějovice	ceske-budejovice/zahaji
Kostelní Hlavno	Praha-východ	praha-vychod/kostelni-hlavno
Bříza	Litoměřice	litomerice/briza
Olešnice	Rychnov nad Kněžnou	rychnov-nad-kneznou/olesnice
Kratochvilka	Brno-venkov	brno-venkov/kratochvilka
Lubná	Kroměříž	kromeriz/lubna
Křečhoř	Kolín	kolin/krechor
Dřínov	Mělník	melnik/drinov
Hvozdnice	Praha-západ	praha-zapad/hvozdnice
Krupá	Rakovník	rakovnik/krupa
Babice	Olomouc	olomouc/babice
Rantířov	Jihlava	jihlava/rantirov
Lesonice	Třebíč	trebic/lesonice
Stará Voda	Cheb	cheb/stara-voda
Třtice	Rakovník	rakovnik/trtice
Radovesice	Litoměřice	litomerice/radovesice
Josefův Důl	Mladá Boleslav	mlada-boleslav/josefuv-dul
Krčmaň	Olomouc	olomouc/krcman
Dobrná	Děčín	decin/dobrna
Nová Pec	Prachatice	prachatice/nova-pec
Luběnice	Olomouc	olomouc/lubenice
Klabava	Rokycany	rokycany/klabava
Markvartice	Jičín	jicin/markvartice
Neubuz	Zlín	zlin/neubuz
Boseň	Mladá Boleslav	mlada-boleslav/bosen
Vrbová Lhota	Nymburk	nymburk/vrbova-lhota
Ždírec	Plzeň-jih	plzen-jih/zdirec
Jetřichov	Náchod	nachod/jetrichov
Opočnice	Nymburk	nymburk/opocnice
Přehýšov	Plzeň-sever	plzen-sever/prehysov
Dohalice	Hradec Králové	hradec-kralove/dohalice
Osíčko	Kroměříž	kromeriz/osicko
Svatá	Beroun	beroun/svata
Zbizuby	Kutná Hora	kutna-hora/zbizuby
Kozlov	Jihlava	jihlava/kozlov
Zhoř	Jihlava	jihlava/zhor
Slapy	Tábor	tabor/slapy
Žákava	Plzeň-jih	plzen-jih/zakava
Haňovice	Olomouc	olomouc/hanovice
Panenský Týnec	Louny	louny/panensky-tynec
Výrov	Plzeň-sever	plzen-sever/vyrov
Zubří	Žďár nad Sázavou	zdar-nad-sazavou/zubri
Hořesedly	Rakovník	rakovnik/horesedly
Stebno	Ústí nad Labem	usti-nad-labem/stebno
Lesná	Tachov	tachov/lesna
Veliny	Pardubice	pardubice/veliny
Olešnice v Orlických horách	Rychnov nad Kněžnou	rychnov-nad-kneznou/olesnice-v-orlickych-horach
Nedrahovice	Příbram	pribram/nedrahovice
Morkůvky	Břeclav	breclav/morkuvky
Bítovčice	Jihlava	jihlava/bitovcice
Bzová	Beroun	beroun/bzova
Jivina	Mladá Boleslav	mlada-boleslav/jivina
Valy	Cheb	cheb/valy
Běstovice	Ústí nad Orlicí	usti-nad-orlici/bestovice
Ploskovice	Litoměřice	litomerice/ploskovice
Vilémov	Olomouc	olomouc/vilemov
Poříčí u Litomyšle	Svitavy	svitavy/porici-u-litomysle
Kojice	Pardubice	pardubice/kojice
Vranová Lhota	Svitavy	svitavy/vranova-lhota
Trhové Dušníky	Příbram	pribram/trhove-dusniky
Lhota	Praha-východ	praha-vychod/lhota
Malá Veleň	Děčín	decin/mala-velen
Lázně Libverda	Liberec	liberec/lazne-libverda
Peč	Jindřichův Hradec	jindrichuv-hradec/pec
Stříbrná	Sokolov	sokolov/stribrna
Prysk	Česká Lípa	ceska-lipa/prysk
Zaloňov	Náchod	nachod/zalonov
Blatnička	Hodonín	hodonin/blatnicka
Kojetice	Třebíč	trebic/kojetice
Úsilné	České Budějovice	ceske-budejovice/usilne
Kostomlaty pod Řípem	Litoměřice	litomerice/kostomlaty-pod-ripem
Libotenice	Litoměřice	litomerice/libotenice
Vinary	Hradec Králové	hradec-kralove/vinary
Nová Ves v Horách	Most	most/nova-ves-v-horach
Mladějov na Moravě	Svitavy	svitavy/mladejov-na-morave
Horní Věstonice	Břeclav	breclav/horni-vestonice
Bohuslavice	Prostějov	prostejov/bohuslavice
Řepice	Strakonice	strakonice/repice
Stašov	Beroun	beroun/stasov
Spomyšl	Mělník	melnik/spomysl
Mirkovice	Český Krumlov	cesky-krumlov/mirkovice
Líšťany	Louny	louny/listany
Hradčany-Kobeřice	Prostějov	prostejov/hradcany-koberice
Rudice	Uherské Hradiště	uherske-hradiste/rudice
Místo	Chomutov	chomutov/misto
Ždírec	Jihlava	jihlava/zdirec
Martinice	Žďár nad Sázavou	zdar-nad-sazavou/martinice
Horní Újezd	Přerov	prerov/horni-ujezd
Horní Brusnice	Trutnov	trutnov/horni-brusnice
Vítonice	Kroměříž	kromeriz/vitonice
Tuchoraz	Kolín	kolin/tuchoraz
Hybrálec	Jihlava	jihlava/hybralec
Hora Svaté Kateřiny	Most	most/hora-svate-kateriny
Suchý	Blansko	blansko/suchy
Bařice-Velké Těšany	Kroměříž	kromeriz/barice-velke-tesany
Lechotice	Kroměříž	kromeriz/lechotice
Plaveč	Znojmo	znojmo/plavec
Dětřichov nad Bystřicí	Bruntál	bruntal/detrichov-nad-bystrici
Bocanovice	Frýdek-Místek	frydek-mistek/bocanovice
Přistoupim	Kolín	kolin/pristoupim
Blažejov	Jindřichův Hradec	jindrichuv-hradec/blazejov
Brňany	Litoměřice	litomerice/brnany
Žerotín	Olomouc	olomouc/zerotin
Kaceřov	Sokolov	sokolov/kacerov
Biskupice	Svitavy	svitavy/biskupice
Žehuň	Kolín	kolin/zehun
Velký Karlov	Znojmo	znojmo/velky-karlov
Úsobrno	Blansko	blansko/usobrno
Dřínov	Kroměříž	kromeriz/drinov
Křivsoudov	Benešov	benesov/krivsoudov
Doudleby	České Budějovice	ceske-budejovice/doudleby
Krásný Les	Liberec	liberec/krasny-les
Dolní Krupá	Havlíčkův Brod	havlickuv-brod/dolni-krupa
Vážany	Uherské Hradiště	uherske-hradiste/vazany
Lužnice	Jindřichův Hradec	jindrichuv-hradec/luznice
Křtomil	Přerov	prerov/krtomil
Dolní Chvatliny	Kolín	kolin/dolni-chvatliny
Strážkovice	České Budějovice	ceske-budejovice/strazkovice
Patokryje	Most	most/patokryje
Svinčany	Pardubice	pardubice/svincany
Jamolice	Znojmo	znojmo/jamolice
Tučín	Přerov	prerov/tucin
Střemy	Mělník	melnik/stremy
Kochánky	Mladá Boleslav	mlada-boleslav/kochanky
Střítež	Český Krumlov	cesky-krumlov/stritez
Lhotka nad Labem	Litoměřice	litomerice/lhotka-nad-labem
Vítkovice	Semily	semily/vitkovice
Skořenice	Ústí nad Orlicí	usti-nad-orlici/skorenice
Dobré Pole	Břeclav	breclav/dobre-pole
Bohdaneč	Kutná Hora	kutna-hora/bohdanec
Bojanovice	Praha-západ	praha-zapad/bojanovice
Stříbřec	Jindřichův Hradec	jindrichuv-hradec/stribrec
Bítov	Nový Jičín	novy-jicin/bitov
Budislav	Svitavy	svitavy/budislav
Lampertice	Trutnov	trutnov/lampertice
Myslív	Klatovy	klatovy/mysliv
Vítanov	Chrudim	chrudim/vitanov
Rybná nad Zdobnicí	Rychnov nad Kněžnou	rychnov-nad-kneznou/rybna-nad-zdobnici
Němčice	Blansko	blansko/nemcice
Dušejov	Jihlava	jihlava/dusejov
Radslavice	Vyškov	vyskov/radslavice
Dyje	Znojmo	znojmo/dyje
Hošťka	Tachov	tachov/hostka
Slatina	Ústí nad Orlicí	usti-nad-orlici/slatina
Čučice	Brno-venkov	brno-venkov/cucice
Budětsko	Prostějov	prostejov/budetsko
Bítovany	Chrudim	chrudim/bitovany
Chocnějovice	Mladá Boleslav	mlada-boleslav/chocnejovice
Křenovice	Přerov	prerov/krenovice
Předhradí	Chrudim	chrudim/predhradi
Čepí	Pardubice	pardubice/cepi
Třebihošť	Trutnov	trutnov/trebihost
Železné	Brno-venkov	brno-venkov/zelezne
Třebelovice	Třebíč	trebic/trebelovice
Vlčice	Jeseník	jesenik/vlcice
Choťánky	Nymburk	nymburk/chotanky
Žabovřesky	České Budějovice	ceske-budejovice/zabovresky
Krásné Údolí	Karlovy Vary	karlovy-vary/krasne-udoli
Jenišovice	Chrudim	chrudim/jenisovice
Trpín	Svitavy	svitavy/trpin
Střítež	Jihlava	jihlava/stritez
Třebenice	Třebíč	trebic/trebenice
Vídeň	Žďár nad Sázavou	zdar-nad-sazavou/viden
Milenov	Přerov	prerov/milenov
Bubovice	Beroun	beroun/bubovice
Městečko	Rakovník	rakovnik/mestecko
Strážný	Prachatice	prachatice/strazny
Bylany	Chrudim	chrudim/bylany
Podhradí	Jičín	jicin/podhradi
Svatoslav	Brno-venkov	brno-venkov/svatoslav
Leskovec nad Moravicí	Bruntál	bruntal/leskovec-nad-moravici
Kamenný Most	Kladno	kladno/kamenny-most
Neuměřice	Kladno	kladno/neumerice
Nebužely	Mělník	melnik/nebuzely
Hoštejn	Šumperk	sumperk/hostejn
Hospříz	Jindřichův Hradec	jindrichuv-hradec/hospriz
Svojšín	Tachov	tachov/svojsin
Vlkava	Mladá Boleslav	mlada-boleslav/vlkava
Vražkov	Litoměřice	litomerice/vrazkov
Horní Újezd	Svitavy	svitavy/horni-ujezd
Radostná pod Kozákovem	Semily	semily/radostna-pod-kozakovem
Stražisko	Prostějov	prostejov/strazisko
Chleby	Nymburk	nymburk/chleby
Chodská Lhota	Domažlice	domazlice/chodska-lhota
Nevojice	Vyškov	vyskov/nevojice
Tlumačov	Domažlice	domazlice/tlumacov
Svídnice	Chrudim	chrudim/svidnice
Drnovice	Zlín	zlin/drnovice
Hostim	Znojmo	znojmo/hostim
Býkev	Mělník	melnik/bykev
Srby	Domažlice	domazlice/srby
Zavlekov	Klatovy	klatovy/zavlekov
Rovná	Sokolov	sokolov/rovna
Dlouhá Ves	Havlíčkův Brod	havlickuv-brod/dlouha-ves
Dešov	Třebíč	trebic/desov
Stříbrnice	Uherské Hradiště	uherske-hradiste/stribrnice
Nemotice	Vyškov	vyskov/nemotice
Zlonín	Praha-východ	praha-vychod/zlonin
Kobylá nad Vidnavkou	Jeseník	jesenik/kobyla-nad-vidnavkou
Křinice	Náchod	nachod/krinice
Pavlov	Jihlava	jihlava/pavlov
Jiřice u Miroslavi	Znojmo	znojmo/jirice-u-miroslavi
Záhornice	Nymburk	nymburk/zahornice
Hradešice	Klatovy	klatovy/hradesice
Vřesová	Sokolov	sokolov/vresova
Mžany	Hradec Králové	hradec-kralove/mzany
Vojtěchov	Chrudim	chrudim/vojtechov
Heřmanice	Náchod	nachod/hermanice
Krásensko	Vyškov	vyskov/krasensko
Čestín	Kutná Hora	kutna-hora/cestin
Písková Lhota	Nymburk	nymburk/piskova-lhota
Žilov	Plzeň-sever	plzen-sever/zilov
Bitozeves	Louny	louny/bitozeves
Smolnice	Louny	louny/smolnice
Modřišice	Semily	semily/modrisice
Lutonina	Zlín	zlin/lutonina
Josefov	Hodonín	hodonin/josefov
Římov	Třebíč	trebic/rimov
Zubčice	Český Krumlov	cesky-krumlov/zubcice
Podomí	Vyškov	vyskov/podomi
Lestkov	Tachov	tachov/lestkov
Suchý Důl	Náchod	nachod/suchy-dul
Lažany	Blansko	blansko/lazany
Nepřevázka	Mladá Boleslav	mlada-boleslav/neprevazka
Nové Dvory	Litoměřice	litomerice/nove-dvory
Syrovátka	Hradec Králové	hradec-kralove/syrovatka
Valkeřice	Děčín	decin/valkerice
Věžnice	Havlíčkův Brod	havlickuv-brod/veznice
Telecí	Svitavy	svitavy/teleci
Nová Dědina	Kroměříž	kromeriz/nova-dedina
Sosnová	Opava	opava/sosnova
Řehenice	Benešov	benesov/rehenice
Knyk	Havlíčkův Brod	havlickuv-brod/knyk
Újezd	Domažlice	domazlice/ujezd
Horšice	Plzeň-jih	plzen-jih/horsice
Žiželice	Louny	louny/zizelice
Mírov	Šumperk	sumperk/mirov
Vepřová	Žďár nad Sázavou	zdar-nad-sazavou/veprova
Hlincová Hora	České Budějovice	ceske-budejovice/hlincova-hora
Nová Ves	Český Krumlov	cesky-krumlov/nova-ves
Kurdějov	Břeclav	breclav/kurdejov
Dolní Bělá	Plzeň-sever	plzen-sever/dolni-bela
Veltěže	Louny	louny/velteze
Příkosice	Rokycany	rokycany/prikosice
Lhota Rapotina	Blansko	blansko/lhota-rapotina
Třebeň	Cheb	cheb/treben
Oznice	Vsetín	vsetin/oznice
Kostelec nad Vltavou	Písek	pisek/kostelec-nad-vltavou
Milovice	Břeclav	breclav/milovice
Petrovice	Třebíč	trebic/petrovice
Svébohov	Šumperk	sumperk/svebohov
Kladeruby	Vsetín	vsetin/kladeruby
Přešťovice	Strakonice	strakonice/prestovice
Radim	Jičín	jicin/radim
Květná	Svitavy	svitavy/kvetna
Košíky	Uherské Hradiště	uherske-hradiste/kosiky
Malé Kyšice	Kladno	kladno/male-kysice
Březina	Mladá Boleslav	mlada-boleslav/brezina
Lom u Tachova	Tachov	tachov/lom-u-tachova
Rožmitál na Šumavě	Český Krumlov	cesky-krumlov/rozmital-na-sumave
Pňovany	Plzeň-sever	plzen-sever/pnovany
Bačetín	Rychnov nad Kněžnou	rychnov-nad-kneznou/bacetin
Borotín	Blansko	blansko/borotin
Vysoké Studnice	Jihlava	jihlava/vysoke-studnice
Valtrovice	Znojmo	znojmo/valtrovice
Bušín	Šumperk	sumperk/busin
Písty	Nymburk	nymburk/pisty
Nový Vestec	Praha-východ	praha-vychod/novy-vestec
Nesuchyně	Rakovník	rakovnik/nesuchyne
Dobříč	Plzeň-sever	plzen-sever/dobric
Lipoltice	Pardubice	pardubice/lipoltice
Přestanov	Ústí nad Labem	usti-nad-labem/prestanov
Lukoveček	Zlín	zlin/lukovecek
Sendražice	Hradec Králové	hradec-kralove/sendrazice
Černá u Bohdanče	Pardubice	pardubice/cerna-u-bohdance
Čeložnice	Hodonín	hodonin/celoznice
Hřiměždice	Příbram	pribram/hrimezdice
Svojkovice	Rokycany	rokycany/svojkovice
Mnichov	Cheb	cheb/mnichov
Svijanský Újezd	Liberec	liberec/svijansky-ujezd
Dříteč	Pardubice	pardubice/dritec
Senorady	Brno-venkov	brno-venkov/senorady
Borotice	Znojmo	znojmo/borotice
Uherčice	Znojmo	znojmo/uhercice
Daleké Dušníky	Příbram	pribram/daleke-dusniky
Oldřichovice	Zlín	zlin/oldrichovice
Dírná	Tábor	tabor/dirna
Kuželov	Hodonín	hodonin/kuzelov
Olešná	Beroun	beroun/olesna
Dlouhá Lhota	Mladá Boleslav	mlada-boleslav/dlouha-lhota
Maletín	Šumperk	sumperk/maletin
Klamoš	Hradec Králové	hradec-kralove/klamos
Cotkytle	Ústí nad Orlicí	usti-nad-orlici/cotkytle
Skalsko	Mladá Boleslav	mlada-boleslav/skalsko
Horní Habartice	Děčín	decin/horni-habartice
Draženov	Domažlice	domazlice/drazenov
Ledce	Hradec Králové	hradec-kralove/ledce
Křenov	Svitavy	svitavy/krenov
Bavory	Břeclav	breclav/bavory
Rakov	Přerov	prerov/rakov
Makotřasy	Kladno	kladno/makotrasy
Libín	České Budějovice	ceske-budejovice/libin
Františkov nad Ploučnicí	Děčín	decin/frantiskov-nad-ploucnici
Těmice	Pelhřimov	pelhrimov/temice
Dušníky	Litoměřice	litomerice/dusniky
Horka	Chrudim	chrudim/horka
Hýsly	Hodonín	hodonin/hysly
Krchleby	Kutná Hora	kutna-hora/krchleby
Kozárovice	Příbram	pribram/kozarovice
