label	zastKey	okrKey	okres
Kvílice	kvilice	kladno	Kladno
Kyšice	kysice	kladno	Kladno
Ledce	ledce	kladno	Kladno
Tomice	tomice	benesov	Benešov
Ratměřice	ratmerice	benesov	Benešov
Bernartice	bernartice	benesov	Benešov
Libušín	libusin	kladno	Kladno
Lidice	lidice	kladno	Kladno
Tisem	tisem	benesov	Benešov
Choratice	choratice	benesov	Benešov
Vodslivy	vodslivy	benesov	Benešov
Makotřasy	makotrasy	kladno	Kladno
Malé Kyšice	male-kysice	kladno	Kladno
Popovice	popovice	benesov	Benešov
Malíkovice	malikovice	kladno	Kladno
Neuměřice	neumerice	kladno	Kladno
Olovnice	olovnice	melnik	Mělník
Otvovice	otvovice	kladno	Kladno
Ctiboř	ctibor	benesov	Benešov
Pavlov	pavlov	kladno	Kladno
Pchery	pchery	kladno	Kladno
Pletený Újezd	pleteny-ujezd	kladno	Kladno
Děkanovice	dekanovice	benesov	Benešov
Podlešín	podlesin	kladno	Kladno
Pozdeň	pozden	kladno	Kladno
Přelíc	prelic	kladno	Kladno
Ptice	ptice	praha-zapad	Praha-západ
Řisuty	risuty	kladno	Kladno
Sazená	sazena	kladno	Kladno
Slaný	slany	kladno	Kladno
Slatina	slatina	kladno	Kladno
Smečno	smecno	kladno	Kladno
Dunice	dunice	benesov	Benešov
Stehelčeves	stehelceves	kladno	Kladno
Stochov	stochov	kladno	Kladno
Chleby	chleby	benesov	Benešov
Chářovice	charovice	benesov	Benešov
Bušín	busin	sumperk	Šumperk
Svinařov	svinarov	kladno	Kladno
Šlapanice	slapanice	kladno	Kladno
Bukovany	bukovany	benesov	Benešov
Hradiště	hradiste	benesov	Benešov
Řimovice	rimovice	benesov	Benešov
Třebichovice	trebichovice	kladno	Kladno
Třebíz	trebiz	kladno	Kladno
Třebusice	trebusice	kladno	Kladno
Tuchlovice	tuchlovice	kladno	Kladno
Úhonice	uhonice	praha-zapad	Praha-západ
Uhy	uhy	kladno	Kladno
Unhošť	unhost	kladno	Kladno
Velká Dobrá	velka-dobra	kladno	Kladno
Velké Přítočno	velke-pritocno	kladno	Kladno
Velvary	velvary	kladno	Kladno
Vinařice	vinarice	kladno	Kladno
Vraný	vrany	kladno	Kladno
Pavlovice	pavlovice	benesov	Benešov
Kladruby	kladruby	benesov	Benešov
Zákolany	zakolany	kladno	Kladno
Trubín	trubin	beroun	Beroun
Zlonice	zlonice	kladno	Kladno
Zvoleněves	zvoleneves	kladno	Kladno
Žilina	zilina	kladno	Kladno
Žižice	zizice	kladno	Kladno
Kolín	kolin	kolin	Kolín
Barchovice	barchovice	kolin	Kolín
Bečváry	becvary	kolin	Kolín
Bělušice	belusice	kolin	Kolín
Králův Dvůr	kraluv-dvur	beroun	Beroun
Břežany I	brezany-i	kolin	Kolín
Břežany II	brezany-ii	kolin	Kolín
Býchory	bychory	kolin	Kolín
Cerhenice	cerhenice	kolin	Kolín
Černé Voděrady	cerne-voderady	praha-vychod	Praha-východ
Červené Pečky	cervene-pecky	kolin	Kolín
Český Brod	cesky-brod	kolin	Kolín
Dobřichov	dobrichov	kolin	Kolín
Dolní Chvatliny	dolni-chvatliny	kolin	Kolín
Doubravčice	doubravcice	kolin	Kolín
Malá Víska	mala-viska	beroun	Beroun
Horní Kruty	horni-kruty	kolin	Kolín
Lhotka	lhotka	beroun	Beroun
Chotutice	chotutice	kolin	Kolín
Chrášťany	chrastany	kolin	Kolín
Jestřabí Lhota	jestrabi-lhota	kolin	Kolín
Jevany	jevany	praha-vychod	Praha-východ
Klučov	klucov	kolin	Kolín
Konárovice	konarovice	kolin	Kolín
Kořenice	korenice	kolin	Kolín
Kostelec nad Černými lesy	kostelec-nad-cernymi-lesy	praha-vychod	Praha-východ
Kouřim	kourim	kolin	Kolín
Kozojedy	kozojedy	praha-vychod	Praha-východ
Krakovany	krakovany	kolin	Kolín
Krupá	krupa	kolin	Kolín
Křečhoř	krechor	kolin	Kolín
Libenice	libenice	kolin	Kolín
Libodřice	libodrice	kolin	Kolín
Černá Voda	cerna-voda	jesenik	Jeseník
Lošany	losany	kolin	Kolín
Malotice	malotice	kolin	Kolín
Nebovidy	nebovidy	kolin	Kolín
Nová Ves I	nova-ves-i	kolin	Kolín
Nučice	nucice	praha-vychod	Praha-východ
Ohaře	ohare	kolin	Kolín
Oleška	oleska	praha-vychod	Praha-východ
Ovčáry	ovcary	kolin	Kolín
Plaňany	planany	kolin	Kolín
Polepy	polepy	kolin	Kolín
Nenačovice	nenacovice	beroun	Beroun
Přišimasy	prisimasy	kolin	Kolín
Radim	radim	kolin	Kolín
Radovesnice I	radovesnice-i	kolin	Kolín
Radovesnice II	radovesnice-ii	kolin	Kolín
Ratboř	ratbor	kolin	Kolín
Rostoklaty	rostoklaty	kolin	Kolín
Chrustenice	chrustenice	beroun	Beroun
Dlouhomilov	dlouhomilov	sumperk	Šumperk
Skvrňov	skvrnov	kolin	Kolín
Starý Kolín	stary-kolin	kolin	Kolín
Stříbrná Skalice	stribrna-skalice	praha-vychod	Praha-východ
Svojšice	svojsice	kolin	Kolín
Tismice	tismice	kolin	Kolín
Toušice	tousice	kolin	Kolín
Třebovle	trebovle	kolin	Kolín
Tři Dvory	tri-dvory	kolin	Kolín
Tuchoraz	tuchoraz	kolin	Kolín
Tuklaty	tuklaty	kolin	Kolín
Korno	korno	beroun	Beroun
Týnec nad Labem	tynec-nad-labem	kolin	Kolín
Uhlířská Lhota	uhlirska-lhota	kolin	Kolín
Veletov	veletov	kolin	Kolín
Velim	velim	kolin	Kolín
Velký Osek	velky-osek	kolin	Kolín
Veltruby	veltruby	kolin	Kolín
Vitice	vitice	kolin	Kolín
Vlkančice	vlkancice	praha-vychod	Praha-východ
Volárna	volarna	kolin	Kolín
Vrbčany	vrbcany	kolin	Kolín
Vyžlovka	vyzlovka	praha-vychod	Praha-východ
Mořinka	morinka	beroun	Beroun
Zásmuky	zasmuky	kolin	Kolín
Lážovice	lazovice	beroun	Beroun
Žiželice	zizelice	kolin	Kolín
Kutná Hora	kutna-hora	kutna-hora	Kutná Hora
Skřipel	skripel	beroun	Beroun
Bílé Podolí	bile-podoli	kutna-hora	Kutná Hora
Bohdaneč	bohdanec	kutna-hora	Kutná Hora
Církvice	cirkvice	kutna-hora	Kutná Hora
Čáslav	caslav	kutna-hora	Kutná Hora
Černíny	cerniny	kutna-hora	Kutná Hora
Červené Janovice	cervene-janovice	kutna-hora	Kutná Hora
Čestín	cestin	kutna-hora	Kutná Hora
Vižina	vizina	beroun	Beroun
Horka II	horka-ii	kutna-hora	Kutná Hora
Hostovlice	hostovlice	kutna-hora	Kutná Hora
Kotopeky	kotopeky	beroun	Beroun
Chabeřice	chaberice	kutna-hora	Kutná Hora
Chlístovice	chlistovice	kutna-hora	Kutná Hora
Chotusice	chotusice	kutna-hora	Kutná Hora
Otmíče	otmice	beroun	Beroun
Kácov	kacov	kutna-hora	Kutná Hora
Kluky	kluky	kutna-hora	Kutná Hora
Bykoš	bykos	beroun	Beroun
Krchleby	krchleby	kutna-hora	Kutná Hora
Křesetice	kresetice	kutna-hora	Kutná Hora
Ledečko	ledecko	kutna-hora	Kutná Hora
Malešov	malesov	kutna-hora	Kutná Hora
Svatý Mikuláš	svaty-mikulas	kutna-hora	Kutná Hora
Miskovice	miskovice	kutna-hora	Kutná Hora
Málkov	malkov	beroun	Beroun
Nepoměřice	nepomerice	kutna-hora	Kutná Hora
Vinařice	vinarice	beroun	Beroun
Nové Dvory	nove-dvory	kutna-hora	Kutná Hora
Okřesaneč	okresanec	kutna-hora	Kutná Hora
Nesvačily	nesvacily	beroun	Beroun
Onomyšl	onomysl	kutna-hora	Kutná Hora
Podbrdy	podbrdy	beroun	Beroun
Soběšín	sobesin	kutna-hora	Kutná Hora
Pertoltice	pertoltice	kutna-hora	Kutná Hora
Petrovice I	petrovice-i	kutna-hora	Kutná Hora
Petrovice II	petrovice-ii	kutna-hora	Kutná Hora
Potěhy	potehy	kutna-hora	Kutná Hora
Rašovice	rasovice	kutna-hora	Kutná Hora
Rataje nad Sázavou	rataje-nad-sazavou	kutna-hora	Kutná Hora
Řendějov	rendejov	kutna-hora	Kutná Hora
Samopše	samopse	kutna-hora	Kutná Hora
Sázava	sazava	benesov	Benešov
Slavošov	slavosov	kutna-hora	Kutná Hora
Lužce	luzce	beroun	Beroun
Staňkovice	stankovice	kutna-hora	Kutná Hora
Bavoryně	bavoryne	beroun	Beroun
Suchdol	suchdol	kutna-hora	Kutná Hora
Chodouň	chodoun	beroun	Beroun
Chlustina	chlustina	beroun	Beroun
Točník	tocnik	beroun	Beroun
Záhornice	zahornice	nymburk	Nymburk
Tupadly	tupadly	kutna-hora	Kutná Hora
Uhlířské Janovice	uhlirske-janovice	kutna-hora	Kutná Hora
Úmonín	umonin	kutna-hora	Kutná Hora
Úžice	uzice	kutna-hora	Kutná Hora
Vavřinec	vavrinec	kutna-hora	Kutná Hora
Vidice	vidice	kutna-hora	Kutná Hora
Vinaře	vinare	kutna-hora	Kutná Hora
Vlačice	vlacice	kutna-hora	Kutná Hora
Vlastějovice	vlastejovice	kutna-hora	Kutná Hora
Vlkaneč	vlkanec	kutna-hora	Kutná Hora
Vrdy	vrdy	kutna-hora	Kutná Hora
Záboří nad Labem	zabori-nad-labem	kutna-hora	Kutná Hora
Zbizuby	zbizuby	kutna-hora	Kutná Hora
Zbraslavice	zbraslavice	kutna-hora	Kutná Hora
Zbýšov	zbysov	kutna-hora	Kutná Hora
Zruč nad Sázavou	zruc-nad-sazavou	kutna-hora	Kutná Hora
Žáky	zaky	kutna-hora	Kutná Hora
Žehušice	zehusice	kutna-hora	Kutná Hora
Žleby	zleby	kutna-hora	Kutná Hora
Mělník	melnik	melnik	Mělník
Borek	borek	praha-vychod	Praha-východ
Újezd u Boskovic	ujezd-u-boskovic	blansko	Blansko
Chroustov	chroustov	nymburk	Nymburk
Býkev	bykev	melnik	Mělník
Byšice	bysice	melnik	Mělník
Cítov	citov	melnik	Mělník
Čečelice	cecelice	melnik	Mělník
Seletice	seletice	nymburk	Nymburk
Dolní Beřkovice	dolni-berkovice	melnik	Mělník
Dřínov	drinov	melnik	Mělník
Dřísy	drisy	praha-vychod	Praha-východ
Horní Počaply	horni-pocaply	melnik	Mělník
Hořín	horin	melnik	Mělník
Podhradí	podhradi	zlin	Zlín
Chlumín	chlumin	melnik	Mělník
Chorušice	chorusice	melnik	Mělník
Chvatěruby	chvateruby	melnik	Mělník
Hořany	horany	nymburk	Nymburk
Zvěřínek	zverinek	nymburk	Nymburk
Velenka	velenka	nymburk	Nymburk
Starý Vestec	stary-vestec	nymburk	Nymburk
Kly	kly	melnik	Mělník
Kokořín	kokorin	melnik	Mělník
Netřebice	netrebice	nymburk	Nymburk
Dubicko	dubicko	sumperk	Šumperk
Kostelec nad Labem	kostelec-nad-labem	melnik	Mělník
Kouty	kouty	nymburk	Nymburk
Kralupy nad Vltavou	kralupy-nad-vltavou	melnik	Mělník
Křenek	krenek	praha-vychod	Praha-východ
Ledčice	ledcice	melnik	Mělník
Lhota	lhota	praha-vychod	Praha-východ
Choťovice	chotovice	kolin	Kolín
Liběchov	libechov	melnik	Mělník
Běleč	belec	kladno	Kladno
Lužec nad Vltavou	luzec-nad-vltavou	melnik	Mělník
Malý Újezd	maly-ujezd	melnik	Mělník
Mělnické Vtelno	melnicke-vtelno	melnik	Mělník
Mšeno	mseno	melnik	Mělník
Nebužely	nebuzely	melnik	Mělník
Nelahozeves	nelahozeves	melnik	Mělník
Neratovice	neratovice	melnik	Mělník
Loucká	loucka	kladno	Kladno
Královice	kralovice	kladno	Kladno
Nová Ves	nova-ves	melnik	Mělník
Bílichov	bilichov	kladno	Kladno
Obříství	obristvi	melnik	Mělník
Ovčáry	ovcary	melnik	Mělník
Hořešovičky	horesovicky	kladno	Kladno
Řepín	repin	melnik	Mělník
Planá	plana	ceske-budejovice	České Budějovice
Tichov	tichov	zlin	Zlín
Spomyšl	spomysl	melnik	Mělník
Dobrá Voda u Českých Budějovic	dobra-voda-u-ceskych-budejovic	ceske-budejovice	České Budějovice
Střemy	stremy	melnik	Mělník
Tišice	tisice	melnik	Mělník
Ostrolovský Újezd	ostrolovsky-ujezd	ceske-budejovice	České Budějovice
Dasný	dasny	ceske-budejovice	České Budějovice
Úžice	uzice	melnik	Mělník
Velký Borek	velky-borek	melnik	Mělník
Veltrusy	veltrusy	melnik	Mělník
Mydlovary	mydlovary	ceske-budejovice	České Budějovice
Vojkovice	vojkovice	melnik	Mělník
Vraňany	vranany	melnik	Mělník
Všestudy	vsestudy	melnik	Mělník
Všetaty	vsetaty	melnik	Mělník
Vysoká	vysoka	melnik	Mělník
Plav	plav	ceske-budejovice	České Budějovice
Zálezlice	zalezlice	melnik	Mělník
Záryby	zaryby	praha-vychod	Praha-východ
Nákří	nakri	ceske-budejovice	České Budějovice
Zlosyň	zlosyn	melnik	Mělník
Želízy	zelizy	melnik	Mělník
Bošilec	bosilec	ceske-budejovice	České Budějovice
Mladá Boleslav	mlada-boleslav	mlada-boleslav	Mladá Boleslav
Bakov nad Jizerou	bakov-nad-jizerou	mlada-boleslav	Mladá Boleslav
Neplachov	neplachov	ceske-budejovice	České Budějovice
Bělá pod Bezdězem	bela-pod-bezdezem	mlada-boleslav	Mladá Boleslav
Benátky nad Jizerou	benatky-nad-jizerou	mlada-boleslav	Mladá Boleslav
Hradce	hradce	ceske-budejovice	České Budějovice
Bezno	bezno	mlada-boleslav	Mladá Boleslav
Bítouchov	bitouchov	mlada-boleslav	Mladá Boleslav
Úsilné	usilne	ceske-budejovice	České Budějovice
Boreč	borec	mlada-boleslav	Mladá Boleslav
Boseň	bosen	mlada-boleslav	Mladá Boleslav
Hosty	hosty	ceske-budejovice	České Budějovice
Hanušovice	hanusovice	sumperk	Šumperk
Čakov	cakov	ceske-budejovice	České Budějovice
Brodce	brodce	mlada-boleslav	Mladá Boleslav
Březina	brezina	mlada-boleslav	Mladá Boleslav
Habří	habri	ceske-budejovice	České Budějovice
Březno	brezno	mlada-boleslav	Mladá Boleslav
Zvíkov	zvikov	ceske-budejovice	České Budějovice
Bukovno	bukovno	mlada-boleslav	Mladá Boleslav
Hvozdec	hvozdec	ceske-budejovice	České Budějovice
Čachovice	cachovice	mlada-boleslav	Mladá Boleslav
Čistá	cista	mlada-boleslav	Mladá Boleslav
Nová Ves	nova-ves	ceske-budejovice	České Budějovice
Dlouhá Lhota	dlouha-lhota	mlada-boleslav	Mladá Boleslav
Doubravice	doubravice	ceske-budejovice	České Budějovice
Dobrovice	dobrovice	mlada-boleslav	Mladá Boleslav
Borovnice	borovnice	ceske-budejovice	České Budějovice
Petříkov	petrikov	ceske-budejovice	České Budějovice
Dolní Bousov	dolni-bousov	mlada-boleslav	Mladá Boleslav
Dolní Krupá	dolni-krupa	mlada-boleslav	Mladá Boleslav
Dolní Slivno	dolni-slivno	mlada-boleslav	Mladá Boleslav
Vidov	vidov	ceske-budejovice	České Budějovice
Domousnice	domousnice	mlada-boleslav	Mladá Boleslav
Hůry	hury	ceske-budejovice	České Budějovice
Jivno	jivno	ceske-budejovice	České Budějovice
Horní Studénky	horni-studenky	sumperk	Šumperk
Dubičné	dubicne	ceske-budejovice	České Budějovice
Vráto	vrato	ceske-budejovice	České Budějovice
Libníč	libnic	ceske-budejovice	České Budějovice
Horky nad Jizerou	horky-nad-jizerou	mlada-boleslav	Mladá Boleslav
Adamov	adamov	ceske-budejovice	České Budějovice
Horní Bukovina	horni-bukovina	mlada-boleslav	Mladá Boleslav
Mokrý Lom	mokry-lom	ceske-budejovice	České Budějovice
Hlavatce	hlavatce	ceske-budejovice	České Budějovice
Hrdlořezy	hrdlorezy	mlada-boleslav	Mladá Boleslav
Komařice	komarice	ceske-budejovice	České Budějovice
Hoštejn	hostejn	sumperk	Šumperk
Vitín	vitin	ceske-budejovice	České Budějovice
Chotýčany	chotycany	ceske-budejovice	České Budějovice
Vlkov	vlkov	ceske-budejovice	České Budějovice
Chocnějovice	chocnejovice	mlada-boleslav	Mladá Boleslav
Chotětov	chotetov	mlada-boleslav	Mladá Boleslav
Mazelov	mazelov	ceske-budejovice	České Budějovice
Drahotěšice	drahotesice	ceske-budejovice	České Budějovice
Jabkenice	jabkenice	mlada-boleslav	Mladá Boleslav
Jivina	jivina	mlada-boleslav	Mladá Boleslav
Kamenná	kamenna	ceske-budejovice	České Budějovice
Pištín	pistin	ceske-budejovice	České Budějovice
Katusice	katusice	mlada-boleslav	Mladá Boleslav
Zahájí	zahaji	ceske-budejovice	České Budějovice
Klášter Hradiště nad Jizerou	klaster-hradiste-nad-jizerou	mlada-boleslav	Mladá Boleslav
Strýčice	strycice	ceske-budejovice	České Budějovice
Kněžmost	knezmost	mlada-boleslav	Mladá Boleslav
Břehov	brehov	ceske-budejovice	České Budějovice
Kochánky	kochanky	mlada-boleslav	Mladá Boleslav
Hartmanice	hartmanice	ceske-budejovice	České Budějovice
Velenice	velenice	nymburk	Nymburk
Hrabišín	hrabisin	sumperk	Šumperk
Horní Kněžeklady	horni-knezeklady	ceske-budejovice	České Budějovice
Hynčina	hyncina	sumperk	Šumperk
Kosořice	kosorice	mlada-boleslav	Mladá Boleslav
Kostelní Hlavno	kostelni-hlavno	praha-vychod	Praha-východ
Javorník	javornik	jesenik	Jeseník
Bečice	becice	ceske-budejovice	České Budějovice
Krásná Ves	krasna-ves	mlada-boleslav	Mladá Boleslav
Krnsko	krnsko	mlada-boleslav	Mladá Boleslav
Kropáčova Vrutice	kropacova-vrutice	mlada-boleslav	Mladá Boleslav
Dobšice	dobsice	ceske-budejovice	České Budějovice
Ledce	ledce	mlada-boleslav	Mladá Boleslav
Lhotky	lhotky	mlada-boleslav	Mladá Boleslav
Chlumec	chlumec	cesky-krumlov	Český Krumlov
Zvíkov	zvikov	cesky-krumlov	Český Krumlov
Srnín	srnin	cesky-krumlov	Český Krumlov
Bohdalovice	bohdalovice	cesky-krumlov	Český Krumlov
Loukovec	loukovec	mlada-boleslav	Mladá Boleslav
Luštěnice	lustenice	mlada-boleslav	Mladá Boleslav
Jedlí	jedli	sumperk	Šumperk
Malšín	malsin	cesky-krumlov	Český Krumlov
Věžovatá Pláně	vezovata-plane	cesky-krumlov	Český Krumlov
Mnichovo Hradiště	mnichovo-hradiste	mlada-boleslav	Mladá Boleslav
Němčice	nemcice	mlada-boleslav	Mladá Boleslav
Krajníčko	krajnicko	strakonice	Strakonice
Nepřevázka	neprevazka	mlada-boleslav	Mladá Boleslav
Hornosín	hornosin	strakonice	Strakonice
Nová Telib	nova-telib	mlada-boleslav	Mladá Boleslav
Jeseník	jesenik	jesenik	Jeseník
Jestřebí	jestrebi	sumperk	Šumperk
Obruby	obruby	mlada-boleslav	Mladá Boleslav
Měkynec	mekynec	strakonice	Strakonice
Radějovice	radejovice	strakonice	Strakonice
Petkovy	petkovy	mlada-boleslav	Mladá Boleslav
Písková Lhota	piskova-lhota	mlada-boleslav	Mladá Boleslav
Plazy	plazy	mlada-boleslav	Mladá Boleslav
Mačkov	mackov	strakonice	Strakonice
Němčice	nemcice	strakonice	Strakonice
Zahorčice	zahorcice	strakonice	Strakonice
Předměřice nad Jizerou	predmerice-nad-jizerou	mlada-boleslav	Mladá Boleslav
Vacovice	vacovice	strakonice	Strakonice
Truskovice	truskovice	strakonice	Strakonice
Jindřichov	jindrichov	sumperk	Šumperk
Milejovice	milejovice	strakonice	Strakonice
Přechovice	prechovice	strakonice	Strakonice
Krty-Hradec	krty-hradec	strakonice	Strakonice
Mnichov	mnichov	strakonice	Strakonice
Kamenná	kamenna	sumperk	Šumperk
Řepov	repov	mlada-boleslav	Mladá Boleslav
Tchořovice	tchorovice	strakonice	Strakonice
Kocelovice	kocelovice	strakonice	Strakonice
Semčice	semcice	mlada-boleslav	Mladá Boleslav
Hlupín	hlupin	strakonice	Strakonice
Skalsko	skalsko	mlada-boleslav	Mladá Boleslav
Nebřehovice	nebrehovice	strakonice	Strakonice
Smilovice	smilovice	mlada-boleslav	Mladá Boleslav
Sojovice	sojovice	mlada-boleslav	Mladá Boleslav
Třešovice	tresovice	strakonice	Strakonice
Klopina	klopina	sumperk	Šumperk
Úlehle	ulehle	strakonice	Strakonice
Strašnov	strasnov	mlada-boleslav	Mladá Boleslav
Strenice	strenice	mlada-boleslav	Mladá Boleslav
Němětice	nemetice	strakonice	Strakonice
Kolšov	kolsov	sumperk	Šumperk
Velká Turná	velka-turna	strakonice	Strakonice
Kváskovice	kvaskovice	strakonice	Strakonice
Sukorady	sukorady	mlada-boleslav	Mladá Boleslav
Slaník	slanik	strakonice	Strakonice
Strunkovice nad Volyňkou	strunkovice-nad-volynkou	strakonice	Strakonice
Přední Zborovice	predni-zborovice	strakonice	Strakonice
Krašlovice	kraslovice	strakonice	Strakonice
Kosov	kosov	sumperk	Šumperk
Lom	lom	strakonice	Strakonice
Libětice	libetice	strakonice	Strakonice
Řepice	repice	strakonice	Strakonice
Velké Všelisy	velke-vselisy	mlada-boleslav	Mladá Boleslav
Rovná	rovna	strakonice	Strakonice
Zvotoky	zvotoky	strakonice	Strakonice
Horní Poříčí	horni-porici	strakonice	Strakonice
Uzeničky	uzenicky	strakonice	Strakonice
Chobot	chobot	strakonice	Strakonice
Pohorovice	pohorovice	strakonice	Strakonice
Štěchovice	stechovice	strakonice	Strakonice
Všejany	vsejany	mlada-boleslav	Mladá Boleslav
Kalenice	kalenice	strakonice	Strakonice
Krejnice	krejnice	strakonice	Strakonice
Nišovice	nisovice	strakonice	Strakonice
Žďár	zdar	mlada-boleslav	Mladá Boleslav
Žerčice	zercice	mlada-boleslav	Mladá Boleslav
Židněves	zidneves	mlada-boleslav	Mladá Boleslav
Nymburk	nymburk	nymburk	Nymburk
Běrunice	berunice	nymburk	Nymburk
Bobnice	bobnice	nymburk	Nymburk
Bříství	bristvi	nymburk	Nymburk
Budiměřice	budimerice	nymburk	Nymburk
Bratronice	bratronice	strakonice	Strakonice
Lipovice	lipovice	prachatice	Prachatice
Činěves	cineves	nymburk	Nymburk
Dlouhopolsko	dlouhopolsko	nymburk	Nymburk
Dobšice	dobsice	nymburk	Nymburk
Dvory	dvory	nymburk	Nymburk
Dymokury	dymokury	nymburk	Nymburk
Kratušín	kratusin	prachatice	Prachatice
Dvory	dvory	prachatice	Prachatice
Hořátev	horatev	nymburk	Nymburk
Hradčany	hradcany	nymburk	Nymburk
Hradištko	hradistko	nymburk	Nymburk
Drslavice	drslavice	prachatice	Prachatice
Zábrdí	zabrdi	prachatice	Prachatice
Žernovice	zernovice	prachatice	Prachatice
Choťánky	chotanky	nymburk	Nymburk
Chotěšice	chotesice	nymburk	Nymburk
Chrást	chrast	nymburk	Nymburk
Babice	babice	prachatice	Prachatice
Jíkev	jikev	nymburk	Nymburk
Jizbice	jizbice	nymburk	Nymburk
Kamenné Zboží	kamenne-zbozi	nymburk	Nymburk
Lesnice	lesnice	sumperk	Šumperk
Kněžice	knezice	nymburk	Nymburk
Kolaje	kolaje	nymburk	Nymburk
Kostelní Lhota	kostelni-lhota	nymburk	Nymburk
Lužice	luzice	prachatice	Prachatice
Kostomlaty nad Labem	kostomlaty-nad-labem	nymburk	Nymburk
Košík	kosik	nymburk	Nymburk
Kounice	kounice	nymburk	Nymburk
Olšovice	olsovice	prachatice	Prachatice
Kovanice	kovanice	nymburk	Nymburk
Mahouš	mahous	prachatice	Prachatice
Krchleby	krchleby	nymburk	Nymburk
Křečkov	kreckov	nymburk	Nymburk
Křinec	krinec	nymburk	Nymburk
Chvalovice	chvalovice	prachatice	Prachatice
Libice nad Cidlinou	libice-nad-cidlinou	nymburk	Nymburk
Loučeň	loucen	nymburk	Nymburk
Lysá nad Labem	lysa-nad-labem	nymburk	Nymburk
Mcely	mcely	nymburk	Nymburk
Městec Králové	mestec-kralove	nymburk	Nymburk
Milčice	milcice	nymburk	Nymburk
Milovice	milovice	nymburk	Nymburk
Buk	buk	prachatice	Prachatice
Bohunice	bohunice	prachatice	Prachatice
Újezdec	ujezdec	prachatice	Prachatice
Pěčnov	pecnov	prachatice	Prachatice
Odřepsy	odrepsy	nymburk	Nymburk
Okřínek	okrinek	nymburk	Nymburk
Opočnice	opocnice	nymburk	Nymburk
Opolany	opolany	nymburk	Nymburk
Střítež	stritez	pelhrimov	Pelhřimov
Ústrašín	ustrasin	pelhrimov	Pelhřimov
Oskořínek	oskorinek	nymburk	Nymburk
Ostrá	ostra	nymburk	Nymburk
Pátek	patek	nymburk	Nymburk
Pečky	pecky	kolin	Kolín
Písková Lhota	piskova-lhota	nymburk	Nymburk
Písty	pisty	nymburk	Nymburk
Pňov-Předhradí	pnov-predhradi	kolin	Kolín
Poděbrady	podebrady	nymburk	Nymburk
Ondřejov	ondrejov	pelhrimov	Pelhřimov
Poříčany	poricany	kolin	Kolín
Leština	lestina	sumperk	Šumperk
Přerov nad Labem	prerov-nad-labem	nymburk	Nymburk
Útěchovičky	utechovicky	pelhrimov	Pelhřimov
Ratenice	ratenice	kolin	Kolín
Rožďalovice	rozdalovice	nymburk	Nymburk
Sadská	sadska	nymburk	Nymburk
Sány	sany	nymburk	Nymburk
Semice	semice	nymburk	Nymburk
Senice	senice	nymburk	Nymburk
Sloveč	slovec	nymburk	Nymburk
Sokoleč	sokolec	nymburk	Nymburk
Proseč	prosec	pelhrimov	Pelhřimov
Stará Lysá	stara-lysa	nymburk	Nymburk
Teplička	teplicka	karlovy-vary	Karlovy Vary
Straky	straky	nymburk	Nymburk
Stratov	stratov	nymburk	Nymburk
Březová	brezova	karlovy-vary	Karlovy Vary
Tatce	tatce	kolin	Kolín
Třebestovice	trebestovice	nymburk	Nymburk
Úmyslovice	umyslovice	nymburk	Nymburk
Dalovice	dalovice	karlovy-vary	Karlovy Vary
