label	value
Starovičky, okr. Břeclav	breclav/starovicky
Strachotín, okr. Břeclav	breclav/strachotin
Šakvice, okr. Břeclav	breclav/sakvice
Šitbořice, okr. Břeclav	breclav/sitborice
Tvrdonice, okr. Břeclav	breclav/tvrdonice
Týnec, okr. Břeclav	breclav/tynec
Uherčice, okr. Břeclav	breclav/uhercice
Valtice, okr. Břeclav	breclav/valtice
Velké Bílovice, okr. Břeclav	breclav/velke-bilovice
Velké Hostěrádky, okr. Břeclav	breclav/velke-hosteradky
Velké Němčice, okr. Břeclav	breclav/velke-nemcice
Velké Pavlovice, okr. Břeclav	breclav/velke-pavlovice
Vlasatice, okr. Brno-venkov	brno-venkov/vlasatice
Vranovice, okr. Brno-venkov	brno-venkov/vranovice
Vrbice, okr. Břeclav	breclav/vrbice
Zaječí, okr. Břeclav	breclav/zajeci
Zlín, okr. Zlín	zlin/zlin
Biskupice, okr. Zlín	zlin/biskupice
Bohuslavice u Zlína, okr. Zlín	zlin/bohuslavice-u-zlina
Bratřejov, okr. Zlín	zlin/bratrejov
Brumov-Bylnice, okr. Zlín	zlin/brumov-bylnice
Březová, okr. Zlín	zlin/brezova
Březůvky, okr. Zlín	zlin/brezuvky
Dešná, okr. Zlín	zlin/desna
Dobrkovice, okr. Zlín	zlin/dobrkovice
Dolní Lhota, okr. Zlín	zlin/dolni-lhota
Doubravy, okr. Zlín	zlin/doubravy
Drnovice, okr. Zlín	zlin/drnovice
Držková, okr. Zlín	zlin/drzkova
Fryšták, okr. Zlín	zlin/frystak
Halenkovice, okr. Zlín	zlin/halenkovice
Haluzice, okr. Zlín	zlin/haluzice
Horní Lhota, okr. Zlín	zlin/horni-lhota
Hostišová, okr. Zlín	zlin/hostisova
Hrobice, okr. Zlín	zlin/hrobice
Hřivínův Újezd, okr. Zlín	zlin/hrivinuv-ujezd
Hvozdná, okr. Zlín	zlin/hvozdna
Jasenná, okr. Zlín	zlin/jasenna
Jestřabí, okr. Zlín	zlin/jestrabi
Kaňovice, okr. Zlín	zlin/kanovice
Kašava, okr. Zlín	zlin/kasava
Loučka, okr. Zlín	zlin/loucka
Ludkovice, okr. Zlín	zlin/ludkovice
Luhačovice, okr. Zlín	zlin/luhacovice
Lukov, okr. Zlín	zlin/lukov
Lutonina, okr. Zlín	zlin/lutonina
Machová, okr. Zlín	zlin/machova
Mysločovice, okr. Zlín	zlin/myslocovice
Napajedla, okr. Zlín	zlin/napajedla
Návojná, okr. Zlín	zlin/navojna
Nedašov, okr. Zlín	zlin/nedasov
Nedašova Lhota, okr. Zlín	zlin/nedasova-lhota
Neubuz, okr. Zlín	zlin/neubuz
Otrokovice, okr. Zlín	zlin/otrokovice
Podkopná Lhota, okr. Zlín	zlin/podkopna-lhota
Provodov, okr. Zlín	zlin/provodov
Racková, okr. Zlín	zlin/rackova
Sazovice, okr. Zlín	zlin/sazovice
Sehradice, okr. Zlín	zlin/sehradice
Slavičín, okr. Zlín	zlin/slavicin
Slopné, okr. Zlín	zlin/slopne
Slušovice, okr. Zlín	zlin/slusovice
Spytihněv, okr. Zlín	zlin/spytihnev
Šanov, okr. Zlín	zlin/sanov
Šarovy, okr. Zlín	zlin/sarovy
Štítná nad Vláří-Popov, okr. Zlín	zlin/stitna-nad-vlari-popov
Tlumačov, okr. Zlín	zlin/tlumacov
Trnava, okr. Zlín	zlin/trnava
Ublo, okr. Zlín	zlin/ublo
Újezd, okr. Zlín	zlin/ujezd
Valašské Klobouky, okr. Zlín	zlin/valasske-klobouky
Velký Ořechov, okr. Zlín	zlin/velky-orechov
Veselá, okr. Zlín	zlin/vesela
Vizovice, okr. Zlín	zlin/vizovice
Vlachovice, okr. Zlín	zlin/vlachovice
Vlčková, okr. Zlín	zlin/vlckova
Všemina, okr. Zlín	zlin/vsemina
Vysoké Pole, okr. Zlín	zlin/vysoke-pole
Zádveřice-Raková, okr. Zlín	zlin/zadverice-rakova
Závist, okr. Blansko	blansko/zavist
Žlutava, okr. Zlín	zlin/zlutava
Hodonín, okr. Hodonín	hodonin/hodonin
Archlebov, okr. Hodonín	hodonin/archlebov
Blatnice pod Svatým Antonínkem, okr. Hodonín	hodonin/blatnice-pod-svatym-antoninkem
Blatnička, okr. Hodonín	hodonin/blatnicka
Světlá, okr. Blansko	blansko/svetla
Bukovany, okr. Hodonín	hodonin/bukovany
Bzenec, okr. Hodonín	hodonin/bzenec
Čejč, okr. Hodonín	hodonin/cejc
Čejkovice, okr. Hodonín	hodonin/cejkovice
Čeložnice, okr. Hodonín	hodonin/celoznice
Dambořice, okr. Hodonín	hodonin/damborice
Dolní Bojanovice, okr. Hodonín	hodonin/dolni-bojanovice
Domanín, okr. Hodonín	hodonin/domanin
Dražůvky, okr. Hodonín	hodonin/drazuvky
Dubňany, okr. Hodonín	hodonin/dubnany
Hovorany, okr. Hodonín	hodonin/hovorany
Hroznová Lhota, okr. Hodonín	hodonin/hroznova-lhota
Hrubá Vrbka, okr. Hodonín	hodonin/hruba-vrbka
Hýsly, okr. Hodonín	hodonin/hysly
Javorník, okr. Hodonín	hodonin/javornik
Ježov, okr. Hodonín	hodonin/jezov
Josefov, okr. Hodonín	hodonin/josefov
Karlín, okr. Hodonín	hodonin/karlin
Kelčany, okr. Hodonín	hodonin/kelcany
Kněždub, okr. Hodonín	hodonin/knezdub
Kostelec, okr. Hodonín	hodonin/kostelec
Kozojídky, okr. Hodonín	hodonin/kozojidky
Kuželov, okr. Hodonín	hodonin/kuzelov
Kyjov, okr. Hodonín	hodonin/kyjov
Labuty, okr. Hodonín	hodonin/labuty
Lipov, okr. Hodonín	hodonin/lipov
Louka, okr. Hodonín	hodonin/louka
Lovčice, okr. Hodonín	hodonin/lovcice
Lužice, okr. Hodonín	hodonin/luzice
Malá Vrbka, okr. Hodonín	hodonin/mala-vrbka
Mikulčice, okr. Hodonín	hodonin/mikulcice
Milotice, okr. Hodonín	hodonin/milotice
Moravany, okr. Hodonín	hodonin/moravany
Moravský Písek, okr. Hodonín	hodonin/moravsky-pisek
Mutěnice, okr. Hodonín	hodonin/mutenice
Násedlovice, okr. Hodonín	hodonin/nasedlovice
Nechvalín, okr. Hodonín	hodonin/nechvalin
Nenkovice, okr. Hodonín	hodonin/nenkovice
Nová Lhota, okr. Hodonín	hodonin/nova-lhota
Nový Poddvorov, okr. Hodonín	hodonin/novy-poddvorov
Ostrovánky, okr. Hodonín	hodonin/ostrovanky
Petrov, okr. Hodonín	hodonin/petrov
Prušánky, okr. Hodonín	hodonin/prusanky
Radějov, okr. Hodonín	hodonin/radejov
Ratíškovice, okr. Hodonín	hodonin/ratiskovice
Rohatec, okr. Hodonín	hodonin/rohatec
Skalka, okr. Hodonín	hodonin/skalka
Skoronice, okr. Hodonín	hodonin/skoronice
Sobůlky, okr. Hodonín	hodonin/sobulky
Starý Poddvorov, okr. Hodonín	hodonin/stary-poddvorov
Stavěšice, okr. Hodonín	hodonin/stavesice
Strážnice, okr. Hodonín	hodonin/straznice
Strážovice, okr. Hodonín	hodonin/strazovice
Sudoměřice, okr. Hodonín	hodonin/sudomerice
Suchov, okr. Hodonín	hodonin/suchov
Svatobořice-Mistřín, okr. Hodonín	hodonin/svatoborice-mistrin
Syrovín, okr. Hodonín	hodonin/syrovin
Šardice, okr. Hodonín	hodonin/sardice
Tasov, okr. Hodonín	hodonin/tasov
Těmice, okr. Hodonín	hodonin/temice
Terezín, okr. Hodonín	hodonin/terezin
Tvarožná Lhota, okr. Hodonín	hodonin/tvarozna-lhota
Uhřice, okr. Hodonín	hodonin/uhrice
Vacenovice, okr. Hodonín	hodonin/vacenovice
Velká nad Veličkou, okr. Hodonín	hodonin/velka-nad-velickou
Veselí nad Moravou, okr. Hodonín	hodonin/veseli-nad-moravou
Věteřov, okr. Hodonín	hodonin/veterov
Vlkoš, okr. Hodonín	hodonin/vlkos
Vnorovy, okr. Hodonín	hodonin/vnorovy
Vracov, okr. Hodonín	hodonin/vracov
Vřesovice, okr. Hodonín	hodonin/vresovice
Žádovice, okr. Hodonín	hodonin/zadovice
Žarošice, okr. Hodonín	hodonin/zarosice
Ždánice, okr. Hodonín	hodonin/zdanice
Želetice, okr. Hodonín	hodonin/zeletice
Žeravice, okr. Hodonín	hodonin/zeravice
Žeraviny, okr. Hodonín	hodonin/zeraviny
Jihlava, okr. Jihlava	jihlava/jihlava
Arnolec, okr. Jihlava	jihlava/arnolec
Batelov, okr. Jihlava	jihlava/batelov
Lipová, okr. Zlín	zlin/lipova
Bílý Kámen, okr. Jihlava	jihlava/bily-kamen
Bítovčice, okr. Jihlava	jihlava/bitovcice
Bohuslavice, okr. Jihlava	jihlava/bohuslavice
Rudimov, okr. Zlín	zlin/rudimov
Boršov, okr. Jihlava	jihlava/borsov
Brtnice, okr. Jihlava	jihlava/brtnice
Brzkov, okr. Jihlava	jihlava/brzkov
Křekov, okr. Zlín	zlin/krekov
Cejle, okr. Jihlava	jihlava/cejle
Cerekvička-Rosice, okr. Jihlava	jihlava/cerekvicka-rosice
Vlachova Lhota, okr. Zlín	zlin/vlachova-lhota
Černíč, okr. Jihlava	jihlava/cernic
Dlouhá Brtnice, okr. Jihlava	jihlava/dlouha-brtnice
Dobronín, okr. Jihlava	jihlava/dobronin
Dobroutov, okr. Jihlava	jihlava/dobroutov
Dolní Cerekev, okr. Jihlava	jihlava/dolni-cerekev
Karlovice, okr. Zlín	zlin/karlovice
Dolní Vilímeč, okr. Jihlava	jihlava/dolni-vilimec
Doupě, okr. Jihlava	jihlava/doupe
Dudín, okr. Jihlava	jihlava/dudin
Dušejov, okr. Jihlava	jihlava/dusejov
Dyjice, okr. Jihlava	jihlava/dyjice
Čížov, okr. Jihlava	jihlava/cizov
Hladov, okr. Jihlava	jihlava/hladov
Hodice, okr. Jihlava	jihlava/hodice
Hojkov, okr. Jihlava	jihlava/hojkov
Horní Dubenky, okr. Jihlava	jihlava/horni-dubenky
Rančířov, okr. Jihlava	jihlava/rancirov
Borovná, okr. Jihlava	jihlava/borovna
Hostětice, okr. Jihlava	jihlava/hostetice
Horní Myslová, okr. Jihlava	jihlava/horni-myslova
Olší, okr. Jihlava	jihlava/olsi
Hubenov, okr. Jihlava	jihlava/hubenov
Zadní Vydří, okr. Jihlava	jihlava/zadni-vydri
Jamné, okr. Jihlava	jihlava/jamne
Zástřizly, okr. Kroměříž	kromeriz/zastrizly
Jersín, okr. Jihlava	jihlava/jersin
Jezdovice, okr. Jihlava	jihlava/jezdovice
Ježená, okr. Jihlava	jihlava/jezena
Jihlávka, okr. Jihlava	jihlava/jihlavka
Jindřichovice, okr. Jihlava	jihlava/jindrichovice
Kalhov, okr. Jihlava	jihlava/kalhov
Kaliště, okr. Jihlava	jihlava/kaliste
Kamenice, okr. Jihlava	jihlava/kamenice
Karolín, okr. Kroměříž	kromeriz/karolin
Kamenná, okr. Jihlava	jihlava/kamenna
Klatovec, okr. Jihlava	jihlava/klatovec
Knínice, okr. Jihlava	jihlava/kninice
Prasklice, okr. Kroměříž	kromeriz/prasklice
Kostelec, okr. Jihlava	jihlava/kostelec
Kostelní Myslová, okr. Jihlava	jihlava/kostelni-myslova
Kozlov, okr. Jihlava	jihlava/kozlov
Krahulčí, okr. Jihlava	jihlava/krahulci
Krasonice, okr. Jihlava	jihlava/krasonice
Lhotka, okr. Jihlava	jihlava/lhotka
Stropešín, okr. Třebíč	trebic/stropesin
Luka nad Jihlavou, okr. Jihlava	jihlava/luka-nad-jihlavou
Malý Beranov, okr. Jihlava	jihlava/maly-beranov
Markvartice, okr. Jihlava	jihlava/markvartice
Měšín, okr. Jihlava	jihlava/mesin
Meziříčko, okr. Žďár nad Sázavou	zdar-nad-sazavou/meziricko
Milíčov, okr. Jihlava	jihlava/milicov
Mirošov, okr. Jihlava	jihlava/mirosov
Mrákotín, okr. Jihlava	jihlava/mrakotin
Mysletice, okr. Jihlava	jihlava/mysletice
Mysliboř, okr. Jihlava	jihlava/myslibor
Nadějov, okr. Jihlava	jihlava/nadejov
Nevcehle, okr. Jihlava	jihlava/nevcehle
Nová Říše, okr. Jihlava	jihlava/nova-rise
Lomy, okr. Třebíč	trebic/lomy
Olšany, okr. Jihlava	jihlava/olsany
Opatov, okr. Jihlava	jihlava/opatov
Ořechov, okr. Jihlava	jihlava/orechov
Otín, okr. Jihlava	jihlava/otin
Panenská Rozsíčka, okr. Jihlava	jihlava/panenska-rozsicka
Dolní Lažany, okr. Třebíč	trebic/dolni-lazany
Panské Dubenky, okr. Jihlava	jihlava/panske-dubenky
Pavlov, okr. Jihlava	jihlava/pavlov
Valdíkov, okr. Třebíč	trebic/valdikov
Plandry, okr. Jihlava	jihlava/plandry
Polná, okr. Jihlava	jihlava/polna
Nový Šaldorf-Sedlešovice, okr. Znojmo	znojmo/novy-saldorf-sedlesovice
Rodkov, okr. Žďár nad Sázavou	zdar-nad-sazavou/rodkov
Puklice, okr. Jihlava	jihlava/puklice
Tři Studně, okr. Žďár nad Sázavou	zdar-nad-sazavou/tri-studne
Radkov, okr. Jihlava	jihlava/radkov
Milešín, okr. Žďár nad Sázavou	zdar-nad-sazavou/milesin
Rantířov, okr. Jihlava	jihlava/rantirov
Rohozná, okr. Jihlava	jihlava/rohozna
Rozseč, okr. Jihlava	jihlava/rozsec
Růžená, okr. Jihlava	jihlava/ruzena
Rybné, okr. Jihlava	jihlava/rybne
Řásná, okr. Jihlava	jihlava/rasna
Křídla, okr. Žďár nad Sázavou	zdar-nad-sazavou/kridla
Řídelov, okr. Jihlava	jihlava/ridelov
Vlachovice, okr. Žďár nad Sázavou	zdar-nad-sazavou/vlachovice
Sedlatice, okr. Jihlava	jihlava/sedlatice
Sedlejov, okr. Jihlava	jihlava/sedlejov
Velké Tresné, okr. Žďár nad Sázavou	zdar-nad-sazavou/velke-tresne
Katov, okr. Brno-venkov	brno-venkov/katov
Stáj, okr. Jihlava	jihlava/staj
Stará Říše, okr. Jihlava	jihlava/stara-rise
Stonařov, okr. Jihlava	jihlava/stonarov
Strachoňovice, okr. Jihlava	jihlava/strachonovice
Střítež, okr. Jihlava	jihlava/stritez
Nové Dvory, okr. Žďár nad Sázavou	zdar-nad-sazavou/nove-dvory
Suchá, okr. Jihlava	jihlava/sucha
Svojkovice, okr. Jihlava	jihlava/svojkovice
Šimanov, okr. Jihlava	jihlava/simanov
Cikháj, okr. Žďár nad Sázavou	zdar-nad-sazavou/cikhaj
Telč, okr. Jihlava	jihlava/telc
Třešť, okr. Jihlava	jihlava/trest
Třeštice, okr. Jihlava	jihlava/trestice
Račín, okr. Žďár nad Sázavou	zdar-nad-sazavou/racin
Urbanov, okr. Jihlava	jihlava/urbanov
Ústí, okr. Jihlava	jihlava/usti
Vanov, okr. Jihlava	jihlava/vanov
Vanůvek, okr. Jihlava	jihlava/vanuvek
Vápovice, okr. Jihlava	jihlava/vapovice
Velký Beranov, okr. Jihlava	jihlava/velky-beranov
Větrný Jeníkov, okr. Jihlava	jihlava/vetrny-jenikov
Věžnice, okr. Jihlava	jihlava/veznice
Věžnička, okr. Jihlava	jihlava/veznicka
Vílanec, okr. Jihlava	jihlava/vilanec
Volevčice, okr. Jihlava	jihlava/volevcice
Vyskytná nad Jihlavou, okr. Jihlava	jihlava/vyskytna-nad-jihlavou
Vysoké Studnice, okr. Jihlava	jihlava/vysoke-studnice
Vystrčenovice, okr. Jihlava	jihlava/vystrcenovice
Záborná, okr. Jihlava	jihlava/zaborna
Zbilidy, okr. Jihlava	jihlava/zbilidy
Zbinohy, okr. Jihlava	jihlava/zbinohy
Sazomín, okr. Žďár nad Sázavou	zdar-nad-sazavou/sazomin
Zdeňkov, okr. Jihlava	jihlava/zdenkov
Zhoř, okr. Jihlava	jihlava/zhor
Zvolenovice, okr. Jihlava	jihlava/zvolenovice
Žatec, okr. Jihlava	jihlava/zatec
Ždírec, okr. Jihlava	jihlava/zdirec
Kroměříž, okr. Kroměříž	kromeriz/kromeriz
Bařice-Velké Těšany, okr. Kroměříž	kromeriz/barice-velke-tesany
Bělov, okr. Zlín	zlin/belov
Bezměrov, okr. Kroměříž	kromeriz/bezmerov
Vysoké, okr. Žďár nad Sázavou	zdar-nad-sazavou/vysoke
Vícenice, okr. Třebíč	trebic/vicenice
Brusné, okr. Kroměříž	kromeriz/brusne
Břest, okr. Kroměříž	kromeriz/brest
Bystřice pod Hostýnem, okr. Kroměříž	kromeriz/bystrice-pod-hostynem
Cetechovice, okr. Kroměříž	kromeriz/cetechovice
Dřínov, okr. Kroměříž	kromeriz/drinov
Holešov, okr. Kroměříž	kromeriz/holesov
Horní Lapač, okr. Kroměříž	kromeriz/horni-lapac
Hoštice, okr. Kroměříž	kromeriz/hostice
Hulín, okr. Kroměříž	kromeriz/hulin
Chomýž, okr. Kroměříž	kromeriz/chomyz
Chropyně, okr. Kroměříž	kromeriz/chropyne
Kostelany, okr. Kroměříž	kromeriz/kostelany
Chvalnov-Lísky, okr. Kroměříž	kromeriz/chvalnov-lisky
Jankovice, okr. Kroměříž	kromeriz/jankovice
Jarohněvice, okr. Kroměříž	kromeriz/jarohnevice
Komárno, okr. Kroměříž	kromeriz/komarno
Koryčany, okr. Kroměříž	kromeriz/korycany
Kostelec u Holešova, okr. Kroměříž	kromeriz/kostelec-u-holesova
Kunkovice, okr. Kroměříž	kromeriz/kunkovice
Kurovice, okr. Kroměříž	kromeriz/kurovice
Kvasice, okr. Kroměříž	kromeriz/kvasice
Kyselovice, okr. Kroměříž	kromeriz/kyselovice
Lechotice, okr. Kroměříž	kromeriz/lechotice
Litenčice, okr. Kroměříž	kromeriz/litencice
Loukov, okr. Kroměříž	kromeriz/loukov
Lubná, okr. Kroměříž	kromeriz/lubna
Ludslavice, okr. Kroměříž	kromeriz/ludslavice
Lutopecny, okr. Kroměříž	kromeriz/lutopecny
Martinice, okr. Kroměříž	kromeriz/martinice
Míškovice, okr. Kroměříž	kromeriz/miskovice
Morkovice-Slížany, okr. Kroměříž	kromeriz/morkovice-slizany
Němčice, okr. Kroměříž	kromeriz/nemcice
Nítkovice, okr. Kroměříž	kromeriz/nitkovice
Nová Dědina, okr. Kroměříž	kromeriz/nova-dedina
Osíčko, okr. Kroměříž	kromeriz/osicko
Pacetluky, okr. Kroměříž	kromeriz/pacetluky
Pačlavice, okr. Kroměříž	kromeriz/paclavice
Počenice-Tetětice, okr. Kroměříž	kromeriz/pocenice-tetetice
Podhradní Lhota, okr. Kroměříž	kromeriz/podhradni-lhota
Pravčice, okr. Kroměříž	kromeriz/pravcice
Prusinovice, okr. Kroměříž	kromeriz/prusinovice
Rajnochovice, okr. Kroměříž	kromeriz/rajnochovice
Rataje, okr. Kroměříž	kromeriz/rataje
Roštění, okr. Kroměříž	kromeriz/rosteni
Roštín, okr. Kroměříž	kromeriz/rostin
Rusava, okr. Kroměříž	kromeriz/rusava
Rymice, okr. Kroměříž	kromeriz/rymice
Skaštice, okr. Kroměříž	kromeriz/skastice
Slavkov pod Hostýnem, okr. Kroměříž	kromeriz/slavkov-pod-hostynem
Soběsuky, okr. Kroměříž	kromeriz/sobesuky
Střílky, okr. Kroměříž	kromeriz/strilky
Střížovice, okr. Kroměříž	kromeriz/strizovice
Sulimov, okr. Kroměříž	kromeriz/sulimov
Troubky-Zdislavice, okr. Kroměříž	kromeriz/troubky-zdislavice
Třebětice, okr. Kroměříž	kromeriz/trebetice
Uhřice, okr. Kroměříž	kromeriz/uhrice
Věžky, okr. Kroměříž	kromeriz/vezky
Vítonice, okr. Kroměříž	kromeriz/vitonice
Zahnašovice, okr. Kroměříž	kromeriz/zahnasovice
Záříčí, okr. Kroměříž	kromeriz/zarici
Zborovice, okr. Kroměříž	kromeriz/zborovice
Zdounky, okr. Kroměříž	kromeriz/zdounky
Zlobice, okr. Kroměříž	kromeriz/zlobice
Žalkovice, okr. Kroměříž	kromeriz/zalkovice
Žeranovice, okr. Kroměříž	kromeriz/zeranovice
Prostějov, okr. Prostějov	prostejov/prostejov
Bedihošť, okr. Prostějov	prostejov/bedihost
Bílovice-Lutotín, okr. Prostějov	prostejov/bilovice-lutotin
Biskupice, okr. Prostějov	prostejov/biskupice
Bohuslavice, okr. Prostějov	prostejov/bohuslavice
Bousín, okr. Prostějov	prostejov/bousin
Brodek u Konice, okr. Prostějov	prostejov/brodek-u-konice
Brodek u Prostějova, okr. Prostějov	prostejov/brodek-u-prostejova
Březsko, okr. Prostějov	prostejov/brezsko
Budětsko, okr. Prostějov	prostejov/budetsko
Buková, okr. Prostějov	prostejov/bukova
Čehovice, okr. Prostějov	prostejov/cehovice
Čechy pod Kosířem, okr. Prostějov	prostejov/cechy-pod-kosirem
Čelčice, okr. Prostějov	prostejov/celcice
Čelechovice na Hané, okr. Prostějov	prostejov/celechovice-na-hane
Dětkovice, okr. Prostějov	prostejov/detkovice
Dobrochov, okr. Prostějov	prostejov/dobrochov
Dobromilice, okr. Prostějov	prostejov/dobromilice
Doloplazy, okr. Prostějov	prostejov/doloplazy
Drahany, okr. Prostějov	prostejov/drahany
Dřevnovice, okr. Prostějov	prostejov/drevnovice
Dzbel, okr. Prostějov	prostejov/dzbel
Hluchov, okr. Prostějov	prostejov/hluchov
Horní Štěpánov, okr. Prostějov	prostejov/horni-stepanov
Hradčany-Kobeřice, okr. Prostějov	prostejov/hradcany-koberice
Hrdibořice, okr. Prostějov	prostejov/hrdiborice
Hrubčice, okr. Prostějov	prostejov/hrubcice
Hvozd, okr. Prostějov	prostejov/hvozd
Ivaň, okr. Prostějov	prostejov/ivan
Jesenec, okr. Prostějov	prostejov/jesenec
Kladky, okr. Prostějov	prostejov/kladky
Klenovice na Hané, okr. Prostějov	prostejov/klenovice-na-hane
Klopotovice, okr. Prostějov	prostejov/klopotovice
Konice, okr. Prostějov	prostejov/konice
Kostelec na Hané, okr. Prostějov	prostejov/kostelec-na-hane
Koválovice-Osíčany, okr. Prostějov	prostejov/kovalovice-osicany
Kralice na Hané, okr. Prostějov	prostejov/kralice-na-hane
Krumsín, okr. Prostějov	prostejov/krumsin
Laškov, okr. Prostějov	prostejov/laskov
Lešany, okr. Prostějov	prostejov/lesany
Lipová, okr. Prostějov	prostejov/lipova
Ludmírov, okr. Prostějov	prostejov/ludmirov
Malé Hradisko, okr. Prostějov	prostejov/male-hradisko
Mořice, okr. Prostějov	prostejov/morice
Mostkovice, okr. Prostějov	prostejov/mostkovice
Myslejovice, okr. Prostějov	prostejov/myslejovice
Němčice nad Hanou, okr. Prostějov	prostejov/nemcice-nad-hanou
Nezamyslice, okr. Prostějov	prostejov/nezamyslice
Niva, okr. Prostějov	prostejov/niva
Obědkovice, okr. Prostějov	prostejov/obedkovice
Ohrozim, okr. Prostějov	prostejov/ohrozim
Ochoz, okr. Prostějov	prostejov/ochoz
Olšany u Prostějova, okr. Prostějov	prostejov/olsany-u-prostejova
Ondratice, okr. Prostějov	prostejov/ondratice
Otaslavice, okr. Prostějov	prostejov/otaslavice
Otinoves, okr. Prostějov	prostejov/otinoves
Pěnčín, okr. Prostějov	prostejov/pencin
Pivín, okr. Prostějov	prostejov/pivin
Plumlov, okr. Prostějov	prostejov/plumlov
Prostějovičky, okr. Prostějov	prostejov/prostejovicky
Protivanov, okr. Prostějov	prostejov/protivanov
Přemyslovice, okr. Prostějov	prostejov/premyslovice
Ptení, okr. Prostějov	prostejov/pteni
Raková u Konice, okr. Prostějov	prostejov/rakova-u-konice
Rakůvka, okr. Prostějov	prostejov/rakuvka
Rozstání, okr. Prostějov	prostejov/rozstani
Skalka, okr. Prostějov	prostejov/skalka
Skřípov, okr. Prostějov	prostejov/skripov
Slatinky, okr. Prostějov	prostejov/slatinky
Smržice, okr. Prostějov	prostejov/smrzice
Srbce, okr. Prostějov	prostejov/srbce
Stařechovice, okr. Prostějov	prostejov/starechovice
Stínava, okr. Prostějov	prostejov/stinava
Stražisko, okr. Prostějov	prostejov/strazisko
Suchdol, okr. Prostějov	prostejov/suchdol
Šubířov, okr. Prostějov	prostejov/subirov
Tištín, okr. Prostějov	prostejov/tistin
Tvorovice, okr. Prostějov	prostejov/tvorovice
Určice, okr. Prostějov	prostejov/urcice
Víceměřice, okr. Prostějov	prostejov/vicemerice
Vícov, okr. Prostějov	prostejov/vicov
Vitčice, okr. Prostějov	prostejov/vitcice
Vranovice-Kelčice, okr. Prostějov	prostejov/vranovice-kelcice
Vrbátky, okr. Prostějov	prostejov/vrbatky
Vrchoslavice, okr. Prostějov	prostejov/vrchoslavice
Vřesovice, okr. Prostějov	prostejov/vresovice
Výšovice, okr. Prostějov	prostejov/vysovice
Zdětín, okr. Prostějov	prostejov/zdetin
Želeč, okr. Prostějov	prostejov/zelec
Třebíč, okr. Třebíč	trebic/trebic
Babice, okr. Třebíč	trebic/babice
Bačice, okr. Třebíč	trebic/bacice
Benetice, okr. Třebíč	trebic/benetice
Biskupice-Pulkov, okr. Třebíč	trebic/biskupice-pulkov
Blatnice, okr. Třebíč	trebic/blatnice
Bochovice, okr. Třebíč	trebic/bochovice
Bransouze, okr. Třebíč	trebic/bransouze
Brtnička, okr. Jihlava	jihlava/brtnicka
Březník, okr. Třebíč	trebic/breznik
Budišov, okr. Třebíč	trebic/budisov
Budkov, okr. Třebíč	trebic/budkov
Cidlina, okr. Třebíč	trebic/cidlina
Čáslavice, okr. Třebíč	trebic/caslavice
Čechočovice, okr. Třebíč	trebic/cechocovice
Čechtín, okr. Třebíč	trebic/cechtin
Červená Lhota, okr. Třebíč	trebic/cervena-lhota
Číhalín, okr. Třebíč	trebic/cihalin
Číchov, okr. Třebíč	trebic/cichov
Čikov, okr. Třebíč	trebic/cikov
Číměř, okr. Třebíč	trebic/cimer
Dalešice, okr. Třebíč	trebic/dalesice
Dědice, okr. Třebíč	trebic/dedice
Dešov, okr. Třebíč	trebic/desov
Dolní Vilémovice, okr. Třebíč	trebic/dolni-vilemovice
Domamil, okr. Třebíč	trebic/domamil
Dukovany, okr. Třebíč	trebic/dukovany
Hartvíkovice, okr. Třebíč	trebic/hartvikovice
Heraltice, okr. Třebíč	trebic/heraltice
Hluboké, okr. Třebíč	trebic/hluboke
Hodov, okr. Třebíč	trebic/hodov
Horní Heřmanice, okr. Třebíč	trebic/horni-hermanice
Horní Újezd, okr. Třebíč	trebic/horni-ujezd
Horní Vilémovice, okr. Třebíč	trebic/horni-vilemovice
Hornice, okr. Třebíč	trebic/hornice
Hrotovice, okr. Třebíč	trebic/hrotovice
Hrutov, okr. Jihlava	jihlava/hrutov
Hvězdoňovice, okr. Třebíč	trebic/hvezdonovice
Chlístov, okr. Třebíč	trebic/chlistov
Chlum, okr. Třebíč	trebic/chlum
Jakubov u Moravských Budějovic, okr. Třebíč	trebic/jakubov-u-moravskych-budejovic
Jaroměřice nad Rokytnou, okr. Třebíč	trebic/jaromerice-nad-rokytnou
Jasenice, okr. Třebíč	trebic/jasenice
Jemnice, okr. Třebíč	trebic/jemnice
Jinošov, okr. Třebíč	trebic/jinosov
Kamenná, okr. Třebíč	trebic/kamenna
Kdousov, okr. Třebíč	trebic/kdousov
Kladeruby nad Oslavou, okr. Třebíč	trebic/kladeruby-nad-oslavou
Klučov, okr. Třebíč	trebic/klucov
Kněžice, okr. Jihlava	jihlava/knezice
Kojatice, okr. Třebíč	trebic/kojatice
Kojetice, okr. Třebíč	trebic/kojetice
Komárovice, okr. Třebíč	trebic/komarovice
Koněšín, okr. Třebíč	trebic/konesin
Kostníky, okr. Třebíč	trebic/kostniky
Kouty, okr. Třebíč	trebic/kouty
Kozlany, okr. Třebíč	trebic/kozlany
Kralice nad Oslavou, okr. Třebíč	trebic/kralice-nad-oslavou
Kramolín, okr. Třebíč	trebic/kramolin
Krhov, okr. Třebíč	trebic/krhov
Krokočín, okr. Třebíč	trebic/krokocin
Lesná, okr. Třebíč	trebic/lesna
